X,Y,id,latitude,longitude,altitude,geometry,city,coordinates,exhibition,full_address,heritage,library,multipurpose,name,ownership,performance,postal_code,province,screen,street_name,street_number,suite,timestamp,ward,n_id
-79.3995546,43.7072717,299,43.7072717,-79.3995546,,Point,,Toronto,,"2300 Yonge Street, Toronto, ON, M4P 1L8",,,,Indigo Books - Yonge & Eglinton,Owned by others,1,M4P 1L8,ON,,Yonge Street,2300,,1473380419,16,100
-79.4176948,43.7264618,300,43.7264618,-79.4176948,,Point,,Toronto,,"1660 Avenue Road, Toronto, ON, M5M 3X9",,,,Martha Hicks School of Ballet,Owned by others,1,M5M 3X9,ON,,Avenue Road,1660,,1473380419,16,39
-79.3996467,43.7112004,301,43.7112004,-79.3996467,,Point,,Toronto,1,"2464 Yonge Street, Toronto, ON, M4P 2H5",,,1,The Uptown Loft,Owned by others,1,M4P 2H5,ON,1,Yonge Street,2464,,1473380419,16,100
-79.3997388,43.7119395,302,43.7119395,-79.3997388,,Point,,Toronto,,"2492 Yonge Street, Toronto, ON, M4P 2H7
",,,1,The Castlefield Event Theatre ,Owned by others,,"M4P 2H7
",ON,,Yonge Street,2492,,1473380419,16,100
-79.4038115,43.7305931,303,43.7305931,-79.4038115,,Point,,Toronto,,"3300 Yonge Street, Toronto, ON, M4N 2L6",,,,Tandem Dance & Fitness Studios,Owned by others,1,M4N 2L6,ON,,Yonge Street,3300,,1473380419,16,105
-79.4084742,43.7472873,304,43.7472873,-79.4084742,,Point,,Toronto,,"4190 Yonge Street, Toronto, ON, M2P 1N9",,,1,Evangel Temple Church,Owned by others,1,M2P 1N9,ON,,Yonge Street,4190,,1473380419,16,39
-79.4554464,43.6761324,305,43.6761324,-79.4554464,,Point,,Toronto,,"34 Caledonia Road, Toronto, ON, M6E 4S4
",,,1,Casa Das Beira Cultural Community Centre of Toronto ,Owned by others,1,"M6E 4S4
",ON,,Caledonia Road,34,,1473380419,17,92
-79.4561128,43.6766209,306,43.6766209,-79.4561128,,Point,,Toronto,,"60 Caledonia Road, Toronto, ON, M6E 4S4
",,,1,First Portuguese Canadian Club ,Owned by others,1,"M6E 4S4
",ON,,Caledonia Road,60,,1473380419,17,92
-79.4548339,43.6706764,307,43.6706764,-79.4548339,,Point,,Toronto,1,"1900 Davenport Road, Toronto, ON, M6N 1B7",,,1,Davenport Perth Neighbourhood Centre,Owned by others,1,M6N 1B7,ON,,Davenport Road,1900,,1473380419,17,91
-79.4425221,43.6770029,308,43.6770029,-79.4425221,,Point,,Toronto,,"1625 Dufferin Street, Toronto, ON, M6H 3L9 ",,1,,Dufferin / St. Clair Branch (TPL),City operated,1,M6H 3L9 ,ON,,Dufferin Street,1625,,1473380419,17,92
-79.4429639,43.678674,309,43.678674,-79.4429639,,Point,,Toronto,,"1695 Dufferin Street, Toronto, ON, M6E 3N9",,,,St. Chads Anglican Church (Theatre),Owned by others,1,M6E 3N9,ON,,Dufferin Street,1695,,1473380419,17,92
-79.443765,43.6687095,310,43.6687095,-79.443765,,Point,,Toronto,,"330 Geary Avenue, Studio A, Toronto, ON, M6H 2C7",,,,Rehearsal Factory,Owned by others,1,M6H 2C7,ON,,Geary Avenue,330,Studio A,1473380419,17,93
-79.4486757,43.6699141,311,43.6699141,-79.4486757,,Point,,Toronto,1,"940 Lansdowne Avenue, #9, Toronto, ON, M6H 4H2",,,,Lansdowne Studio,Owned by others,1,M6H 4H2,ON,1,Lansdowne Avenue,940,#9,1473380419,17,93
-79.4491894,43.6728278,312,43.6728278,-79.4491894,,Point,,Toronto,,"1200 Lansdowne Avenue, Toronto, ON, M6H 1C5",,,,Earlscourt Park,City Owned,1,M6H 1C5,ON,,Lansdowne Avenue,1200,,1473380419,17,92
-79.436238,43.679655,313,43.679655,-79.436238,,Point,,Toronto,1,"960 St. Clair Avenue West, Toronto, ON, M6E 1A1
",,,,Portuguese Pioneer Gallery ,Owned by others,,"M6E 1A1
",ON,,St. Clair Avenue West,960,,1473380419,17,92
-79.439314,43.6785521,314,43.6785521,-79.439314,,Point,,Toronto,,"1069 St. Clair Avenue West, Toronto, ON, M6E 1A6",,,,Axe Capoeira,Owned by others,1,M6E 1A6,ON,,St. Clair Avenue West,1069,,1473380419,17,92
-79.4412968,43.6780745,315,43.6780745,-79.4412968,,Point,,Toronto,,"1133 St. Clair Avenue West, Toronto, ON, M6E 1B1",,,,Ontario Ballet Theatre,Owned by others,1,M6E 1B1,ON,,St. Clair Avenue West,1133,,1473380419,17,92
-79.452238,43.6757354,316,43.6757354,-79.452238,,Point,,Toronto,,"1369 St. Clair Avenue West, Toronto, ON, M6E 1C5",,,1,J.J. Piccininni Community Recreation Centre,City Owned,,M6E 1C5,ON,,St. Clair Avenue West,1369,,1473380419,17,92
-79.4591783,43.6741737,317,43.6741737,-79.4591783,,Point,,Toronto,1,"1697 St Clair Avenue West, Toronto, ON, M6N 1J2 ",,,,Articsok Gallery ,Owned by others,,M6N 1J2 ,ON,,St Clair Avenue West,1697,,1473380419,17,91
-79.4606689,43.6743416,318,43.6743416,-79.4606689,,Point,,Toronto,,"1748 St. Clair Avenue West, Toronto, ON, M6N 1J4",,1,,St. Clair/Silverthorn Branch (TPL),City operated,1,M6N 1J4,ON,,St. Clair Avenue West,1748,,1473380419,17,91
-79.434663700000016,43.6708715,319,43.6708715,-79.4346637,,Point,,Toronto,1,"344 Westmoreland Avenue North, Toronto, ON, M6H 3A7",,,,RE:Style Studio,Owned by others,1,M6H 3A7,ON,,Westmoreland Avenue North,344,,1473380419,17,93
-79.4504952,43.6677574,320,43.6677574,-79.4504952,,Point,,Toronto,,"1 Wiltshire Avenue, Unit 124, Toronto, ON, M6N 2V7
",,,1,Aluna Theatre,Owned by others,1,"M6N 2V7
",ON,,Wiltshire Avenue,1,Unit 124,1473380419,17,91
-79.424049900000014,43.6422013,321,43.6422013,-79.4240499,,Point,,Toronto,1,"38 Abell Street, Toronto, ON, M6J 0A2",,,,Artscape Triangle Gallery,Owned by others,,M6J 0A2,ON,,Abell Street,38,,1473380419,18,84
-79.425669,43.6473147,322,43.6473147,-79.425669,,Point,,Toronto,,"14 Afton Avenue, Toronto, ON, M6J 1R7",,,,The Centre for the Arts,Owned by others,,M6J 1R7,ON,1,Afton Avenue,14,,1473380419,18,84
-79.4316138,43.6605375,323,43.6605375,-79.4316138,,Point,,Toronto,,"1041 Bloor Street West, Toronto, ON, M6H 1M4",,,1,St. Anthony's Church,Owned by others,,M6H 1M4,ON,,Bloor Street West,1041,,1473380419,18,83
-79.4340997,43.6598954,324,43.6598954,-79.4340997,,Point,,Toronto,,"1101 Bloor Street West, Toronto, ON, M6H 1M7",1,1,1,Bloor/Gladstone Branch (TPL),City Operated,1,M6H 1M7,ON,,Bloor Street West,1101,,1473380419,18,83
-79.4361232,43.6598642,325,43.6598642,-79.4361232,,Point,,Toronto,,"1140 Bloor Street West, Toronto, ON, M6H 3M8",,,1,Dovercourt Baptist Church,Owned by others,,M6H 3M8,ON,,Bloor Street West,1140,,1473380419,18,93
-79.4382791,43.6595597,326,43.6595597,-79.4382791,,Point,,Toronto,1,"1200 Bloor Street West, Toronto, ON, M6H 1N1",,,,Gallery 1200,Owned by others,,M6H 1N1,ON,,Bloor Street West,1200,,1473380419,18,93
-79.4391431,43.659211,327,43.659211,-79.4391431,,Point,,Toronto,,"1222 Bloor Street West, A, Toronto, ON, M6H 1N3",,,,Franco Dance Sudios,Owned by others,1,M6H 1N3,ON,,Bloor Street West,1222,A,1473380419,18,93
-79.4410432,43.6585302,328,43.6585302,-79.4410432,,Point,,Toronto,,"1241 Bloor Street West, Toronto, ON, M6H 1N6",,,,Holy Oak Cafe,Owned by others,1,M6H 1N6,ON,,Bloor Street West,1241,,1473380419,18,83
-79.442200900000017,43.6583498,329,43.6583498,-79.4422009,,Point,,Toronto,1,"1277 Bloor Street West, Toronto, ON, M6H 1N7",,,,Toronto Free Gallery,Owned by others,1,M6H 1N7,ON,,Bloor Street West,1277,,1473380419,18,83
-79.4461282,43.657616399999988,330,43.6576164,-79.4461282,,Point,,Toronto,,"1379 Bloor Street West, Toronto, ON, M6H 1P3",,,1,Junction Triangle Clubhouse (Dovercourt Boys & Girls Club),Owned by others,,M6H 1P3,ON,,Bloor Street West,1379,,1473380419,18,83
-79.4352942,43.6494655,331,43.6494655,-79.4352942,,Point,,Toronto,1,"267 Brock Avenue, Studio 104, Toronto, ON, M6K 2M3",,,,Artists 25 Studio,Owned by others,,M6K 2M3,ON,,Brock Avenue,267,Studio 104,1473380419,18,84
-79.4484415,43.6629938,332,43.6629938,-79.4484415,,Point,,Toronto,,"225 Campbell Avenue, Toronto, ON, M6P 3V4",,,1,Campbell Avenue Park/Playground,City Owned,,M6P 3V4,ON,,Campbell Avenue,225,,1473380419,18,93
-79.4343646,43.652333,333,43.652333,-79.4343646,,Point,,Toronto,1,"1162 College Street, Toronto, ON, M6H 1B5",,,,Swizzle Gallery,Owned by others,,M6H 1B5,ON,,College Street,1162,,1473380419,18,83
-79.4328035,43.669492,334,43.669492,-79.4328035,,Point,,Toronto,,"1078 Dovercourt Road, Toronto, ON, M6H 1Z5",,,,The Theatre Elusive,Owned by others,1,M6H 1Z5,ON,,Dovercourt Road,1078,,1473380419,18,93
-79.4293023,43.6437075,335,43.6437075,-79.4293023,,Point,,Toronto,1,"436 Dufferin Street, Toronto, ON, M6K 2A3",,,,Janak Khendry Studio,Owned by others,1,M6K 2A3,ON,,Dufferin Street,436,,1473380419,18,84
-79.4297319,43.6448411,336,43.6448411,-79.4297319,,Point,,Toronto,1,"444 Dufferin Street, Toronto, ON, M6K 2A3",,,1,Akin Collective,Owned by others,,M6K 2A3,ON,,Dufferin Street,444,,1473380419,18,84
-79.4331669,43.6570792,337,43.6570792,-79.4331669,,Point,,Toronto,,"875 Dufferin Street, Toronto, ON, M6H 4J3",,,1,Dufferin Grove Park (Fieldhouse),City Owned,1,M6H 4J3,ON,,Dufferin Street,875,,1473380419,18,83
-79.4393667,43.667338099999988,338,43.6673381,-79.4393667,,Point,,Toronto,,"1260 Dufferin Street, Toronto, ON, M6H 4C3",,,1,Wallace Emmerson Community Centre,City Owned,1,M6H 4C3,ON,,Dufferin Street,1260,,1473380419,18,93
-79.4249492,43.6493545,339,43.6493545,-79.4249492,,Point,,Toronto,1,"1273 Dundas Street West, Toronto, ON, M6J 1X8",,,,Loop Gallery,Owned by others,,M6J 1X8,ON,,Dundas Street West,1273,,1473380419,18,84
-79.4283298,43.6495427,340,43.6495427,-79.4283298,,Point,,Toronto,1,"1389 Dundas Street West, Toronto, ON, M6J 1Y4",,,,The Department,Owned by others,,M6J 1Y4,ON,,Dundas Street West,1389,,1473380419,18,84
-79.4304658,43.6497031,341,43.6497031,-79.4304658,,Point,,Toronto,1,"1450 Dundas Street West, Toronto, ON, M6J 3L5",,,,Jessica Bradley Art Projects,Owned by others,,M6J 3L5,ON,,Dundas Street West,1450,,1473380419,18,84
-79.4345802,43.6497277,342,43.6497277,-79.4345802,,Point,,Toronto,1,"1585 Dundas Street West, Toronto, ON, M6K 1T9",,,,Lula Lounge,Owned by others,1,M6K 1T9,ON,,Dundas Street West,1585,,1473380419,18,84
-79.4377331,43.6499344,343,43.6499344,-79.4377331,,Point,,Toronto,1,"1691 Dundas Street West, Toronto, ON, M6K 1V2",,,,Naco Gallery Cafe,Owned by others,,M6K 1V2,ON,,Dundas Street West,1691,,1473380419,18,84
-79.4379174,43.6685245,344,43.6685245,-79.4379174,,Point,,Toronto,1,"1137 Dupont Street, Toronto, ON, M6H 2A3",,,,Liaison of Independent Filmmakers of Toronton (LIFT),Owned by others,1,M6H 2A3,ON,1,Dupont Street,1137,,1473380419,18,93
-79.4494882,43.6665709,345,43.6665709,-79.4494882,,Point,,Toronto,,"1444 Dupont Street, Unit 31, Toronto, ON, M6P 4H3",,,,Dupont Projects,Owned by others,1,M6P 4H3,ON,,Dupont Street,1444,Unit 31,1473380419,18,93
-79.4535967,43.6651132,346,43.6651132,-79.4535967,,Point,,Toronto,1,"1581 Dupont Street, Toronto, ON, M6P 3S5",,,,Louise Lipman Contemporary Art,Owned by others,,M6P 3S5,ON,,Dupont Street,1581,,1473380419,18,93
-79.4538416,43.6650231,347,43.6650231,-79.4538416,,Point,,Toronto,,"1589 Dupont Street, Toronto, ON, M6P 3S5",,1,1,Perth / Dupont Branch (TPL),City Operated,,M6P 3S5,ON,,Dupont Street,1589,,1473380419,18,93
-79.4542372,43.6649487,348,43.6649487,-79.4542372,,Point,,Toronto,,"1597 Dupont Street, Toronto, ON, M6P 3S8",,,,Open Door Designs,Owned by others,1,M6P 3S8,ON,,Dupont Street,1597,,1473380419,18,93
-79.4278926,43.6439262,349,43.6439262,-79.4278926,,Point,,Toronto,1,"50 Gladstone Avenue, Toronto, ON, M6J 3K6",,,,"Index G Artshops (Chinese Contemporary Xchange, Lee Ka-Sing Gallery)",Owned by others,,M6J 3K6,ON,,Gladstone Avenue,50,,1473380419,18,84
-79.4306426,43.6506186,350,43.6506186,-79.4306426,,Point,,Toronto,,"270 Gladstone Avenue, Toronto, ON, M6J 3L6",1,,1,St. Anne's Anglican Church,Owned by others,,M6J 3L6,ON,,Gladstone Avenue,270,,1473380419,18,84
-79.4403189,43.6511437,351,43.6511437,-79.4403189,,Point,,Toronto,,"252 Lansdowne Avenue, Toronto, ON, M6H 3X9",,,,Acacias Rubras Lounge,Owned by others,1,M6H 3X9,ON,,Lansdowne Avenue,252,,1473380419,18,83
-79.4418339,43.6531578,352,43.6531578,-79.4418339,,Point,,Toronto,,"346 Lansdowne Avenue, Toronto, ON, M6H 3Y2",,,1,MacGregor Park/Playground,City Owned,1,M6H 3Y2,ON,,Lansdowne Avenue,346,,1473380419,18,83
-79.4455323,43.663801,353,43.663801,-79.4455323,,Point,,Toronto,1,"712 Lansdowne Avenue, Toronto, ON, M6H 3Y8",,,,Offthemapgallery,Owned by others,,M6H 3Y8,ON,,Lansdowne Avenue,712,,1473380419,18,93
-79.4229805,43.6417214,354,43.6417214,-79.4229805,,Point,,Toronto,1,"37 Lisgar Street, Toronto, ON, M6J 3T3",,,1,Mercer Union,Owned by others,,M6J 3T3,ON,,Lisgar Street,37,,1473380419,18,84
-79.4224816,43.6434863,355,43.6434863,-79.4224816,,Point,,Toronto,1,"1092 Queen Street West, Toronto, ON, M6J 1H9",,,,David Kaye Gallery,Owned by others,1,M6J 1H9,ON,,Queen Street West,1092,,1473380419,18,84
-79.4226676,43.6433518,356,43.6433518,-79.4226676,,Point,,Toronto,1,"1093 Queen Street West, Toronto, ON, M6J 1J1",,,,Thrush Holmes Empire,Owned by others,,M6J 1J1,ON,,Queen Street West,1093,,1473380419,18,84
-79.4229572,43.6436238,357,43.6436238,-79.4229572,,Point,,Toronto,1,"1100 Queen Street West, Toronto, ON, M6J 1H9",,,,"The Social Bar, Twist Gallery",Owned by others,1,M6J 1H9,ON,,Queen Street West,1100,,1473380419,18,84
-79.4232584,43.6431093,358,43.6431093,-79.4232584,,Point,,Toronto,,"1115 Queen Street West, Toronto, ON, M6J 1H8",1,,,The Theatre Centre,City Owned,1,M6J 1H8,ON,,Queen Street West,1115,,1473380419,18,84
-79.4246377,43.6432048,359,43.6432048,-79.4246377,,Point,,Toronto,1,"1150 Queen Street West, Toronto, ON, M6J 1J3",,,,"The Drake Hotel (Underground, Public Spaces)",Owned by others,1,M6J 1J3,ON,,Queen Street West,1150,,1473380419,18,84
-79.4247305,43.6427091,360,43.6427091,-79.4247305,,Point,,Toronto,1,"1153 Queen Street West, Toronto, ON, M6J 1J4",,,,Woolfitt's Gallery,Owned by others,,M6J 1J4,ON,,Queen Street West,1153,,1473380419,18,84
-79.4253313,43.6430561,361,43.6430561,-79.4253313,,Point,,Toronto,1,"1164 Queen Street West, Toronto, ON, M6J 1J5",,,,Sixty4Steps,Owned by others,,M6J 1J5,ON,,Queen Street West,1164,,1473380419,18,84
-79.4254844,43.6429336,362,43.6429336,-79.4254844,,Point,,Toronto,1,"1172 Queen Street West, Toronto, ON, M6J 1J5",,,,Fly Gallery,Owned by others,,M6J 1J5,ON,,Queen Street West,1172,,1473380419,18,84
-79.426213,43.6428561,363,43.6428561,-79.426213,,Point,,Toronto,1,"1186 Queen Street West, Toronto, ON, M6J 1J6",,,,Akau Inc.,Owned by others,,M6J 1J6,ON,,Queen Street West,1186,,1473380419,18,84
-79.4266336,43.6428395,364,43.6428395,-79.4266336,,Point,,Toronto,,"1198 Queen Street West, Toronto, ON, MJ6 1J6",,,,UNIT,Owned by others,1,MJ6 1J6,ON,,Queen Street West,1198,,1473380419,18,84
-79.4269164,43.642773299999988,365,43.6427733,-79.4269164,,Point,,Toronto,1,"1214 Queen Street West, Toronto, ON, M6J 1J6",1,,1,"Gladstone Hotel (Art Bar, Ballroom, Melody Bar)",Owned by others,1,M6J 1J6,ON,,Queen Street West,1214,,1473380419,18,84
-79.4514734,43.6628842,366,43.6628842,-79.4514734,,Point,,Toronto,,"2 Ruskin Avenue, Toronto, ON, M6P 3P8",1,,1,St Luigi's Catholic School,Owned by others,,M6P 3P8,ON,,Ruskin Avenue,2,,1473380419,18,93
-79.4328546,43.6474373,367,43.6474373,-79.4328546,,Point,,Toronto,,"66 Sheridan Avenue, Toronto, ON, M6K 2G9",,,1,Mary McCormick Recreation Centre,City Owned,1,M6K 2G9,ON,,Sheridan Avenue,66,,1473380419,18,84
-79.4454939,43.6553858,368,43.6553858,-79.4454939,,Point,,Toronto,1,"213 Sterling Road, Toronto, ON, M6R 2B2",,,,"Fashion Art Toronto Venue (Warehouse, 213 Sterling Road)",Owned by others,1,M6R 2B2,ON,,Sterling Road,213,,1473380419,18,83
-79.4476804,43.6568666,369,43.6568666,-79.4476804,,Point,,Toronto,,"227 Sterling Road, Unit 112, Toronto, ON, M6P 0A1",,,1,Somewhere There,Owned by others,1,M6P 0A1,ON,,Sterling Road,227,Unit 112,1473380419,18,83
-79.4226017,43.6410712,370,43.6410712,-79.4226017,,Point,,Toronto,1,"99 Sudbury Street, Toronto, ON, M6J 3S7",,,,Studio 99 Gallery,Owned by others,,M6J 3S7,ON,,Sudbury Street,99,,1473380419,18,84
-79.4251947,43.6418523,371,43.6418523,-79.4251947,,Point,,Toronto,1,"180 Sudbury Street, Toronto, ON, M6J 3H2",,,,Sketch,Owned by others,,M6J 3H2,ON,,Sudbury Street,180,,1473380419,18,84
-79.4455269,43.6601822,372,43.6601822,-79.4455269,,Point,,Toronto,,"87 Wade Avenue, Unit 101, Toronto, ON, M6H 2Z3",,,,Debbie Wilson Studios,Owned by others,1,M6H 2Z3,ON,,Wade Avenue,87,Unit 101,1473380419,18,93
-79.4468292,43.6618492,373,43.6618492,-79.4468292,,Point,,Toronto,,"258 Wallace Avenue, Toronto, ON, M6H 1V5",,,,Wallace Studios,Owned by others,,M6H 1V5,ON,1,Wallace Avenue,258,,1473380419,18,93
-79.4326955,43.665815,374,43.665815,-79.4326955,,Point,,Toronto,,"180 Westmoreland Avenue, Toronto, ON, M6H 3A2",,,1,Dovercourt Boys & Girls Club,City Owned,,M6H 3A2,ON,,Westmoreland Avenue,180,,1473380419,18,93
-79.41978,43.6369354,375,43.6369354,-79.41978,,Point,,Toronto,,"19 Atlantic Avenue, Toronto, ON, M6K 3E7",,,,The School of Ritmo Flamenco Studios,Owned by others,1,M6K 3E7,ON,,Atlantic Avenue,19,,1473380419,19,82
-79.41978,43.6369354,376,43.6369354,-79.41978,,Point,,Toronto,,"19R Atlantic Avenue, Toronto, ON, M6K 3E7",,,,Ritmo Flamenco Dance Studios,Owned by others,1,M6K 3E7,ON,,Atlantic Avenue,19R,,1473380419,19,82
-79.4042206,43.6466143,377,43.6466143,-79.4042206,,Point,,Toronto,,"168 Bathurst Street, Toronto, ON, M5V 2R4",,,1,Queen West Community Health Centre,Owned by others,1,M5V 2R4,ON,,Bathurst Street,168,,1473380419,19,82
-79.4108135,43.663189,378,43.663189,-79.4108135,,Point,,Toronto,,"720 Bathurst Street, Toronto, ON, M5S 2R4",,,1,"Centre For Social Innovation (CSI), Annex",Owned by others,1,M5S 2R4,ON,,Bathurst Street,720,,1473380419,19,80
-79.4108135,43.663189,379,43.663189,-79.4108135,,Point,,Toronto,,"720 Bathurst Street, 4th Floor, Toronto, ON, M5S 2R4",,,1,Fringe Creation Lab,Owned by others,1,M5S 2R4,ON,,Bathurst Street,720,4th Floor,1473380419,19,80
-79.41084,43.663583,380,43.663583,-79.41084,,Point,,Toronto,,"736 Bathurst Street, Toronto, ON, M5S 2R4",1,,,Randolph Academy for the Performing Arts,Owned by others,1,M5S 2R4,ON,,Bathurst Street,736,,1473380419,19,80
-79.4109849,43.6640431,381,43.6640431,-79.4109849,,Point,,Toronto,,"746 Bathurst Street, Toronto, ON, M5S 2R6",,,,A Different Booklist,Owned by others,1,M5S 2R6,ON,,Bathurst Street,746,,1473380419,19,80
-79.4110958,43.6460567,382,43.6460567,-79.4110958,,Point,,Toronto,1,"4 Bellwoods Avenue, Toronto, ON, M6J 2P4",,,1,St. Nicholas Ukrainian Catholic Church,Owned by others,,M6J 2P4,ON,,Bellwoods Avenue,4,,1473380419,19,81
-79.4115363,43.648115399999988,383,43.6481154,-79.4115363,,Point,,Toronto,,"65 Bellwoods Avenue, Toronto, ON, M6J 2N4",,,,Charles Street Video,Owned by others,,M6J 2N4,ON,1,Bellwoods Avenue,65,,1473380419,19,81
-79.4115868,43.6495859,384,43.6495859,-79.4115868,,Point,,Toronto,1,"123 Bellwoods Avenue, Toronto, ON, M6J 1W3",,,,Museum of New New Painting,Owned by others,,M6J 1W3,ON,,Bellwoods Avenue,123,,1473380419,19,81
-79.4142534,43.6642818,385,43.6642818,-79.4142534,,Point,,Toronto,,"627 Bloor Street West, Toronto, ON, M6G 1K4",,,,Writers' Centre,Owned by others,1,M6G 1K4,ON,,Bloor Street West,627,,1473380419,19,80
-79.4173533,43.6635889,386,43.6635889,-79.4173533,,Point,,Toronto,,"693 Bloor Street West, Toronto, ON, M6G 1L5",,,,Clinton's Tavern,Owned by others,1,M6G 1L5,ON,,Bloor Street West,693,,1473380419,19,80
-79.4207052,43.664808400000013,387,43.6648084,-79.4207052,,Point,,Toronto,,"750 Bloor Street West, Toronto, ON, M6G 3K4",,,1,Christie Pitts (Park & Fieldhouse),City Owned,1,M6G 3K4,ON,,Bloor Street West,750,,1473380419,19,93
-79.4202341,43.662764,388,43.662764,-79.4202341,,Point,,Toronto,1,"777 Bloor Street West, Toronto, ON, M6G 1L6",,,,Bickford Centre Theatre,Owned by others,1,M6G 1L6,ON,,Bloor Street West,777,,1473380419,19,80
-79.4245056,43.6620964,389,43.6620964,-79.4245056,,Point,,Toronto,1,"859 Bloor Street West, Toronto, ON, M6G 1M5",,,,Saving Gigi's,Owned by others,1,M6G 1M5,ON,,Bloor Street West,859,,1473380419,19,80
-79.426233,43.661755500000012,390,43.6617555,-79.426233,,Point,,Toronto,,"899 Bloor Street West, Toronto, ON, M6H 1L2",,,,Chemagne Dance Studio,Owned by others,1,M6H 1L2,ON,,Bloor Street West,899,,1473380419,19,80
-79.5194182,43.7068415,391,43.7068415,-79.5194182,,Point,,Toronto,,"945 Bloor Street West, Toronto, ON, M9N 2J5",,,,Comedy Bar,Owned by others,1,M9N 2J5,ON,,Bloor Street West,945,,1473380419,19,113
-79.4259672,43.631469300000013,392,43.6314693,-79.4259672,,Point,,Toronto,,"25 British Columbia Road, Toronto, ON, M6K 3C3",1,,1,Liberty Grand,Owned by others,,M6K 3C3,ON,,British Columbia Road,25,,1473380419,19,82
-79.4082449,43.6566541,393,43.6566541,-79.4082449,,Point,,Toronto,,"454 College Street, Toronto, ON, M6G 1A1",1,,1,College Street United Church,Owned by others,,M6G 1A1,ON,,College Street,454,,1473380419,19,80
-79.4091916,43.6558739,394,43.6558739,-79.4091916,,Point,,Toronto,1,"489 College Street, Toronto, ON, M6G 1A5",1,,,Andy Poolhall,Owned by others,1,M6G 1A5,ON,,College Street,489,,1473380419,19,81
-79.4144297,43.655126,395,43.655126,-79.4144297,,Point,,Toronto,,"608 College Street, Toronto, ON, M6G 1A1",1,,,The Royal,Owned by others,,M6G 1A1,ON,1,College Street,608,,1473380419,19,80
-79.4194419,43.655350299999988,396,43.6553503,-79.4194419,,Point,,Toronto,,"722 College Street, Toronto, ON, M6G 1C5",1,,,The Mod Club Theatre,Owned by others,1,M6G 1C5,ON,,College Street,722,,1473380419,19,80
-79.4201599,43.6552104,397,43.6552104,-79.4201599,,Point,,Toronto,,"766 College Street, Toronto, ON, M6G 1C4",,1,1,College/Shaw Branch (TPL),City Operated,1,M6G 1C4,ON,,College Street,766,,1473380419,19,80
-79.4200269,43.654834,398,43.654834,-79.4200269,,Point,,Toronto,,"783 College Street, Toronto, ON, M6G 1C5",1,,1,Revival,Owned by others,1,M6G 1C5,ON,,College Street,783,,1473380419,19,81
-79.4243401,43.648987899999987,399,43.6489879,-79.4243401,,Point,,Toronto,,"279 Dovercourt Road, Toronto, ON, M6J 3C9",,,1,Graciosa Community Centre,Owned by others,,M6J 3C9,ON,,Dovercourt Road,279,,1473380419,19,81
-79.4251976,43.6523404,400,43.6523404,-79.4251976,,Point,,Toronto,,"375 Dovercourt Road, Toronto, ON, M6J 3E5",,,1,Ballet Creole Studio,Owned by others,1,M6J 3E5,ON,,Dovercourt Road,375,,1473380419,19,81
-79.4295093,43.6627784,401,43.6627784,-79.4295093,,Point,,Toronto,1,"805 Dovercourt Road, Toronto, ON, M6H 2X4",,,1,Dovercourt House,Owned by others,1,M6H 2X4,ON,,Dovercourt Road,805,,1473380419,19,93
-79.431693,43.667595899999988,402,43.6675959,-79.431693,,Point,,Toronto,1,"999 Dovercourt Road, Toronto, ON, M6H 2X7",,,,Creative Spirit Art Centre,Owned by others,,M6H 2X7,ON,,Dovercourt Road,999,,1473380419,19,93
-79.4255262,43.632650299999987,403,43.6326503,-79.4255262,,Point,,Toronto,,"10 Dufferin Street, Toronto, ON, M6K 3C3",,,1,Medieval Times,City Owned,1,M6K 3C3,ON,,Dufferin Street,10,,1473380419,19,82
-79.4080402,43.6517776,404,43.6517776,-79.4080402,,Point,,Toronto,1,"801 Dundas Street West, Toronto, ON, M6J 1V2",,,,#Hashtag Gallery,Owned by others,1,M6J 1V2,ON,,Dundas Street West,801,,1473380419,19,81
-79.4091801,43.6515576,405,43.6515576,-79.4091801,,Point,,Toronto,,"831 Dundas Street West, Toronto, ON, M6J 1V4",,,,The Magpie Tavern,Owned by others,1,M6J 1V4,ON,,Dundas Street West,831,,1473380419,19,81
-79.4103059,43.6515536,406,43.6515536,-79.4103059,,Point,,Toronto,1,"850 Dundas Street West, Toronto, ON, M6J1V5",,,,The Press Club,Owned by others,,M6J1V5,ON,,Dundas Street West,850,,1473380419,19,81
-79.3545837,43.6618431,407,43.6618431,-79.3545837,,Point,,Toronto,1,"1112 Dundas Street West, Toronto, ON, M5A 3A7",,,1,Opera Bob's,Owned by others,,M5A 3A7,ON,,Dundas Street West,1112,,1473380419,19,70
-79.4214634,43.6493445,408,43.6493445,-79.4214634,,Point,,Toronto,1,"1161 Dundas Street West, Toronto, ON, M6J 1X3",,,,Cooper Cole,Owned by others,,M6J 1X3,ON,,Dundas Street West,1161,,1473380419,19,81
-79.4220225,43.6492146,409,43.6492146,-79.4220225,,Point,,Toronto,1,"1183 Dundas Street West, Toronto, ON, M6J 1X3",,,,Le Gallery,Owned by others,,M6J 1X3,ON,,Dundas Street West,1183,,1473380419,19,81
-79.4223658,43.649116199999987,410,43.6491162,-79.4223658,,Point,,Toronto,,"1197 Dundas Street West, Toronto, ON, M6J 1X3",,,,The Garrison,Owned by others,1,M6J 1X3,ON,1,Dundas Street West,1197,,1473380419,19,81
